,x,y,p,z
0,0.7257916736323172,1.4688509027482692,0.5728934967012337,0.7634525538527626
1,0.72483343598615,1.4727839981995834,0.4369442313580249,0.6432442949410063
2,0.6888278062458708,1.4064246069090893,0.2941462490657521,0.5662180059500815
3,0.6439727887949276,1.4082125927439617,0.22504366436276355,0.5189227960701864
4,0.636855357446885,1.3602821150761943,0.12873167510517539,0.46134035524073924
5,0.6323789972729815,1.3138425323791723,0.13317684611548192,0.4402602206726952
6,0.6043491275436559,1.294374475614484,0.11045706153828583,0.4151380486073335
7,0.6061457532010017,1.278671658233994,0.08707524655231272,0.3839332635501364
8,0.6079088055325262,1.2510586735377813,0.23234023845538504,0.37104815231989857
9,0.5940446790548949,1.2604726546123701,0.18255401647811442,0.36396572450522
10,0.5926655275198066,1.2426471476295675,0.054676458926117236,0.35151488988644153
11,0.5839653937770207,1.2231468157879326,0.019624819537597565,0.33509058802992997
12,0.5993983476242698,1.2272640472890617,0.10339374081552659,0.3159985490757512
13,0.5751023212879659,1.2259103444625585,0.1636657475107983,0.3301176824319376
14,0.5695791761662512,1.2218091914881526,0.12009751838295607,0.32839027678955585
15,0.5763109260633051,1.219975594046348,0.057190109845059914,0.3116474326988306
16,0.5783242497684191,1.230372355632872,0.09920214864956627,0.2983361330140366
17,0.5901566382043273,1.2175437257840858,0.12094987025180967,0.2908145437050061
18,0.5771447360611309,1.2074616128747606,0.05783920894731422,0.29004901560432533
19,0.5630545484341813,1.220590756384798,0.09676197464144055,0.28825048619411636
20,0.5814239460974137,1.2042220323831265,0.04431043107036353,0.2947013088748917
21,0.5870887315194353,1.1980719636353738,0.10043706337232755,0.2788506914150324
22,0.5723718234864107,1.2031836092063413,0.05842636909037194,0.28206276812676534
23,0.5694425740923738,1.216226953113158,0.14514449409601984,0.28450132579550347
24,0.555257434173512,1.2015915924444314,0.08639505863848304,0.2675978644144561
25,0.5644516224741127,1.2118659051319645,0.020470788436111942,0.2647915382226764
26,0.5727066137529977,1.201761523647202,0.10628046700822334,0.2696452363164428
27,0.5665788699000606,1.22344170393608,0.12280599609452944,0.2559707977394441
28,0.5697022433775524,1.205936506554824,0.02796802655096224,0.24478813414392334
29,0.5628450220640772,1.1940609936254107,0.09246128188643556,0.23503374630672946
