,x,y,p,z
0,0.7353417508734222,0.7466217658671689,0.5666010343813747,0.7604035442104955
1,0.717133618810317,0.7360238959424529,0.39115693711741056,0.6376997718174724
2,0.6726213559450565,0.7084269281776692,0.37105940320793773,0.5657973517926228
3,0.6623021171557137,0.7351908186124623,0.21009539083765158,0.5038544589140549
4,0.6374887137401865,0.6765800025912084,0.20662496046881673,0.4633309706441824
5,0.6147708079035686,0.6533726478424915,0.24478192516816993,0.44340343953304806
6,0.6238124381927102,0.6241067316541858,0.06949497278726369,0.40445677686884685
7,0.6006577467866124,0.6276888241315275,0.12748703418238594,0.3809018767260208
8,0.596162036727113,0.6111082838489189,0.12513681432370433,0.3729540452629822
9,0.5957672092471207,0.6197626849261597,0.11009510559307231,0.35964391539959667
10,0.6083985580022653,0.584394454360644,0.15210603941278347,0.3395739511550558
11,0.5936729421109452,0.5866340401273853,0.13324094888759844,0.3387592989572116
12,0.5807941754097914,0.5821902350474902,0.10109350052775767,0.3027114317696057
13,0.594768884273091,0.5772571982076954,0.0620431820236818,0.31324316821905446
14,0.5608050981492557,0.5838027261126959,0.06381071612846814,0.29662812332326693
15,0.5789094982696336,0.5742916914127169,0.12643297695455785,0.2871620943738865
16,0.5739540626055528,0.5745743008937223,0.009708570372472455,0.2841017279840343
17,0.5671730316956547,0.5752175806578785,0.03768308711353993,0.29522758402639804
18,0.5722620264220889,0.5719028037960433,0.02899931246403995,0.2973608975728688
19,0.5535662568969549,0.5877641244299522,0.05260541426190633,0.2767465456021713
20,0.5706282957929033,0.5819765190420957,-0.04587624767663977,0.26569113088083296
21,0.547424489021085,0.5710518855767024,-0.007451512392085927,0.25977978934797397
22,0.573732427829766,0.5738046384027231,0.029775056173816594,0.2545488165267007
23,0.5623123576883231,0.5602084054680273,0.03147104966844739,0.24577563334164076
24,0.5405348874418595,0.5727640008759197,0.10880100922162741,0.2569038162093898
25,0.5602436573426763,0.5646198929144075,0.010167495466809472,0.25988879016203653
26,0.5538879248234279,0.5626194326601219,-0.03735031166100815,0.24971685560180218
27,0.5879165298091737,0.5640702293805021,0.03355533502495617,0.24861574049886212
28,0.55742890002828,0.5637282756083238,0.01842261622263447,0.24934091816366669
29,0.5552861331289493,0.5707072313608841,-0.0802571202596575,0.23881634664816984
30,0.5686385670514046,0.5530372670087775,0.11628304531382397,0.23573147720149729
31,0.570005833563174,0.5553859245244233,0.0015504550186003635,0.22688742924815414
32,0.5587736957683372,0.5571777020866973,0.039852306845296094,0.21231147735231154
33,0.5555030715048767,0.5609512361884446,-0.05508777888267451,0.2078761950701764
34,0.5468667158538534,0.5615767325593496,0.06164196267184996,0.194980913445429
35,0.5576988481708627,0.5695866560737587,0.06247644019485051,0.19154228484422894
36,0.5443463911760116,0.540558750873022,0.05470330620565421,0.20786748891634926
37,0.5651456537691854,0.5545339826876177,0.0031697588943888355,0.19957295360174607
38,0.564632809912979,0.5549216309005702,0.06515030591747442,0.20344880733653004
39,0.5410533836490957,0.5484982410177788,0.0055954667679244605,0.20433555908374962
40,0.5484466354922289,0.5520034957551738,0.12596236378484332,0.20828500065720268
41,0.5639714008132132,0.5506439918579644,0.007616184560165988,0.20918338417436064
42,0.5332340557936195,0.5549382600277549,0.08880612084812164,0.19221261828773947
43,0.552822411716117,0.5402959977099218,0.02070870366694012,0.18661083232044018
44,0.5582372368074564,0.5590897659918401,0.024205666147939627,0.17707737356544512
45,0.5367986265956474,0.5586343552062419,0.1357396857287938,0.18064219812950122
46,0.5282452726981034,0.5512068255620274,0.07408544273380935,0.1856128990316755
47,0.5573266983030136,0.5389302258290646,-0.01797122296297477,0.1943736590375089
48,0.526186325838849,0.5555727753535532,0.045763183943972906,0.2028999650097163
49,0.5413063601847063,0.5489169102513479,0.012193723500200912,0.19278387516950407
